Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2022,252050,Jones Laboratory,Submitted Data,5747 S Ellis Ave,60637,2.0,false,HYDE PARK,Laboratory,72388,1929,1,,,6424491.2,320,11799812.1,1319999.9,,270,461.2,267.4,456.8,1699.3,23.5,41.79005189854238,-87.60112727852281,POINT (-87.60112727852281 41.79005189854238),2022-252050
2022,160266,Parc Huron,Submitted Data,469 West Huron St,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,441694,2010,1,,93,7319579.1,10235559.7,0,0,,49.3,87.8,50.2,87.6,1507.8,4.2,41.89459334091703,-87.64124142148492,POINT (-87.64124142148492 41.89459334091703),2022-160266
2022,101503,,Not Submitted,5604 5624 S WABASH AVE,60637,0.0,false,WASHINGTON PARK,,52081,,,,,,,,,,,,,,,,41.79266656181039,-87.62418070098292,POINT (-87.62418070098292 41.79266656181039),2022-101503
2022,251209,Burley & 92nd Centre,Submitted Data,9230 S Burley Ave,60617,4.0,false,SOUTH CHICAGO,Senior Living Community,144411,2009,2,,89,3942684.6,5477269.9,0,0,,65.2,116.3,66.3,117.2,810.2,5.6,41.72737500221097,-87.54574026200476,POINT (-87.54574026200476 41.72737500221097),2022-251209
2022,105695,,Submitted Data,1034 1038 N DEARBORN ST,60610,2.5,false,NEAR NORTH SIDE,Multifamily Housing,72115,1929,1,,55,3535425.3,1297479.6,0,0,,67,156.2,66.7,154.7,534.6,7.4,41.901674429663544,-87.63006615852747,POINT (-87.63006615852747 41.901674429663544),2022-105695
2022,254348,1000 South Clark,Submitted Data,1000 S CLARK ST,60605,3.0,false,Loop,Multifamily Housing,486780,2016,3,,62,13217086,18734648.5,0,0,,71.7,127.2,73,127.4,2736,6.1,41.86984879809713,-87.63065552634372,POINT (-87.63065552634372 41.86984879809713),2022-254348
2022,256433,State Street Village,Not Submitted,3301 S State Street,60616,0.0,false,DOUGLAS,,63711,,,,,,,,,,,,,,,,41.834572938083255,-87.62635487426111,POINT (-87.62635487426111 41.834572938083255),2022-256433
2022,160237,134 N. LaSalle LLC,Submitted Data,134 N LaSalle St,60602,3.5,false,LOOP,Office,204321,1926,1,,75,6651781,10895176.3,0,0,,85.9,147.1,89.2,149.4,1454.8,7.1,41.88411126733353,-87.63257638523856,POINT (-87.63257638523856 41.88411126733353),2022-160237
2022,251442,"Hinton Elementary, William Augustus -CPS",Exempt,646 W 71st St,60621,,true,ENGLEWOOD,,71892,,,,,,,,,,,,,,,,41.76536097583743,-87.64141731375818,POINT (-87.64141731375818 41.76536097583743),2022-251442
2022,260118,,Submitted Data,440 442 W BARRY AVE,60657,4.0,false,LAKE VIEW,Multifamily Housing,66754,1929,1,,93,669935.5,3679236,0,0,,65.2,86,69.1,89,283.7,4.2,41.937821984040795,-87.6409938844915,POINT (-87.6409938844915 41.937821984040795),2022-260118
2022,254153,Terra Cotta Commons Condominium,Submitted Data,1760 W Wrightwood Ave,60614,4.0,false,Lincoln Park,Multifamily Housing,63110,1920,1,,91,780590.7,1770670.6,0,0,,51.1,81,51.5,79.8,196.9,3.9,41.92882414931861,-87.67304201991098,POINT (-87.67304201991098 41.92882414931861),2022-254153
2022,251537,Finkl Elementary -CPS,Exempt,2332 S Western Ave,60608,,true,LOWER WEST SIDE,,71980,,,,,,,,,,,,,,,,41.849198846302095,-87.6857041220157,POINT (-87.6857041220157 41.849198846302095),2022-251537
2022,113199,,Submitted Data,30  E DIVISION ST,60610,1.0,false,NEAR NORTH SIDE,Multifamily Housing,81000,1977,1,,8,3501660.5,2707613.9,0,0,,86.2,175.7,87.8,178.6,605,8.4,41.904070788437885,-87.62749760121991,POINT (-87.62749760121991 41.904070788437885),2022-113199
2022,173811,Park Harbor Condo Association,Not Submitted,3620 N. Pine Grove Ave,60613,0.0,false,LAKE VIEW,,102874,,,,,,,,,,,,,,,,41.948472609671725,-87.64603785939977,POINT (-87.64603785939977 41.948472609671725),2022-173811
2022,172380,850 West Adams Lofts Condominium Association,Submitted Data,850 W Adams St,60607,4.0,false,NEAR WEST SIDE,Multifamily Housing,142998,1925,1,,98,1610963.2,4219425.1,0,0,,44.8,68.8,45.5,68.4,436.3,3.4,41.87929360855126,-87.64932076170128,POINT (-87.64932076170128 41.87929360855126),2022-172380
2022,252038,Crerar Library,Submitted Data,5730 S Ellis Ave,60637,3.0,false,HYDE PARK,Library,168656,1984,1,,,5079760.7,9229,7570150.7,7771319.9,,121.1,180.3,113.8,173.6,1581.8,9.4,41.790484877661015,-87.60143047394754,POINT (-87.60143047394754 41.790484877661015),2022-252038
2022,251482,Ruiz Elementary - CPS,Submitted Data,2410 S Leavitt St,60608,1.0,false,LOWER WEST SIDE,K-12 School,80217,1989,2,,16,3804625.6,3330089.7,0,0,,88.9,176.4,89.4,173.9,678,8.5,41.84809742496657,-87.68078114123138,POINT (-87.68078114123138 41.84809742496657),2022-251482
2022,160454,River North Park,Submitted Data,320 W Illinois St,60654,2.0,false,NEAR NORTH SIDE,Multifamily Housing,541240,1985,1,,41,20382745.5,4998108.2,0,0,,55,135,56,137.5,2950.2,6.4,41.890861437494806,-87.6365037161463,POINT (-87.6365037161463 41.890861437494806),2022-160454
2022,250161,Northwest Armory,Submitted Data,1551 N Kedzie Ave,60651,3.0,false,WEST TOWN,Other,204256,1940,1,,,4566220.6,11298792.6,0,0,,77.7,120.7,81.6,124.8,1201.6,5.9,41.90983272311839,-87.70685369718622,POINT (-87.70685369718622 41.90983272311839),2022-250161
2022,251678,Irene C Hernandez -CPS,Submitted Data,5440 S St Louis Ave,60632,4.0,false,GAGE PARK,K-12 School,127162,2009,1,,64,3850592.3,2367100,0,0,,48.9,104.3,48.8,101.8,632.9,5,41.793976564501044,-87.71105344642069,POINT (-87.71105344642069 41.793976564501044),2022-251678
2022,255930,811 Fulton,Not Submitted,803 W Fulton Market,60607,0.0,false,NEAR WEST SIDE,,64877,,,,,,,,,,,,,,,,41.88668683280612,-87.64765110420298,POINT (-87.64765110420298 41.88668683280612),2022-255930
2022,161053,Santa Clara Hall,Not Submitted,1000 - 1008 W Loyola Ave,60626,0.0,false,ROGERS PARK,,61053,,,,,,,,,,,,,,,,42.001694657141776,-87.65665096608456,POINT (-87.65665096608456 42.001694657141776),2022-161053
2022,159288,Medical Center Apartments,Not Submitted,1926 1960 W HARRISON ST,60612,0.0,false,NEAR WEST SIDE,,258445,,,,,,,,,,,,,,,,41.87417293594547,-87.67509296181764,POINT (-87.67509296181764 41.87417293594547),2022-159288
2022,256428,McCormick Tribune Campus Center,Not Submitted,3201 S State Street,60616,0.0,false,DOUGLAS,,93667,,,,,,,,,,,,,,,,41.836371827384944,-87.62638078984217,POINT (-87.62638078984217 41.836371827384944),2022-256428
2022,252039,Accelerator/High Energy Physics,Submitted Data,5604 - 5620 S Ellis Ave,60637,3.0,false,HYDE PARK,Laboratory,58781,1949,1,,,4772083.6,330652,8807350.4,0,,236.6,413.5,239.2,416.5,1230.9,20.9,41.793054844395805,-87.60148768356743,POINT (-87.60148768356743 41.793054844395805),2022-252039
2022,251576,"Henry Elementary, Patrick -CPS",Submitted Data,4250 N St Louis Ave,60618,4.0,false,IRVING PARK,K-12 School,90100,1904,2,,87,1211894.6,3190569.8,0,0,,48.9,74.8,50.8,76.9,329.1,3.7,41.95896178833073,-87.71566828823069,POINT (-87.71566828823069 41.95896178833073),2022-251576
2022,254016,North Park Village Apartments - Building E,Submitted Data,5801 N Pulaski Rd - Bldg E,60646,4.0,false,North Park,Residential Care Facility,55866,1991,1,,,2020114.5,1721628,0,0,,67,133.6,67.5,132.9,357.5,6.4,41.98593151418279,-87.7283692100341,POINT (-87.7283692100341 41.98593151418279),2022-254016
2022,251506,Peterson Elementary -CPS,Submitted Data,5500 N CHRISTIANA,60625,1.0,false,NORTH PARK,K-12 School,97862,1925,3,,23,3458433.8,5355239.9,0,0,,90.1,156.4,93.2,159.8,740,7.6,41.98129928853031,-87.71261354769204,POINT (-87.71261354769204 41.98129928853031),2022-251506
2022,158295,Congress Plaza Hotel,Submitted Data,520 S Michigan Ave,60605,3.5,false,LOOP,Hotel,600700,1873,1,,74,14760608.2,49868061.9,0,0,,107.6,156,108.5,154.9,4592.9,7.6,41.87525982581901,-87.6243966738356,POINT (-87.6243966738356 41.87525982581901),2022-158295
2022,251265,,Submitted Data,3150 N Sheridan Rd,60657,4.0,false,LAKE VIEW,Multifamily Housing,267180,1974,1,,83,8372083.1,1541257.2,0,0,,37.6,95.1,38.4,97.3,1184.6,4.5,41.93922163502228,-87.6396649875027,POINT (-87.6396649875027 41.93922163502228),2022-251265
2022,254015,North Park Village Apartments - Building G,Submitted Data,5801 N Pulaski Rd - Bldg G,60646,3.0,false,North Park,Residential Care Facility,191550,1981,1,,,6928803.8,9934142.2,0,0,,88,155.7,90.1,156.7,1440.3,7.5,41.98593151418279,-87.7283692100341,POINT (-87.7283692100341 41.98593151418279),2022-254015
2022,103682,,Not Submitted,4624  S ELLIS AVE,60653,0.0,false,KENWOOD,,100332,,,,,,,,,,,,,,,,41.81063738991923,-87.60186884782422,POINT (-87.60186884782422 41.81063738991923),2022-103682
2022,120347,,Not Submitted,1033 W VAN BUREN ST,60607,0.0,false,NEAR WEST SIDE,,82712,,,,,,,,,,,,,,,,41.87647059211679,-87.6532461880364,POINT (-87.6532461880364 41.87647059211679),2022-120347
2022,173495,Saint Juliana School,Not Submitted,7400 W Touhy,60631,0.0,false,EDISON PARK,,68032,,,,,,,,,,,,,,,,42.01169333509089,-87.81157167356899,POINT (-87.81157167356899 42.01169333509089),2022-173495
2022,254361,Mila Chicago,Not Submitted,201 N GARLAND CT,60601,0.0,false,Loop,,592050,,,,,,,,,,,,,,,,41.88579201167943,-87.62511600145102,POINT (-87.62511600145102 41.88579201167943),2022-254361
2022,260060,,Submitted Data,2300 2320 N COMMONWEALTH AVE,60614,4.0,false,LINCOLN PARK,Multifamily Housing,68974,1991,1,,97,1544473.1,1051239.8,0,0,,46.3,96.8,45.4,92.8,259.3,4.6,41.923881670702094,-87.63820286616934,POINT (-87.63820286616934 41.923881670702094),2022-260060
2022,156874,Warren Barr Gold Coast,Not Submitted,66 W Oak St,60610,0.0,false,NEAR NORTH SIDE,,152570,,,,,,,,,,,,,,,,41.90067028530576,-87.63084169588585,POINT (-87.63084169588585 41.90067028530576),2022-156874
2022,156868,Hanover House,Submitted Data,11 21 W GOETHE ST,60610,3.0,false,NEAR NORTH SIDE,Multifamily Housing,284000,1970,1,,65,7674441.7,8516567.2,0,0,,64.8,121.7,66.4,123.5,1463.2,5.9,41.90570468491818,-87.62925468423494,POINT (-87.62925468423494 41.90570468491818),2022-156868
2022,251419,"Bronzeville Charter, Hartigan - CPS",Submitted Data,8 W Root St,60609,3.0,false,GRAND BOULEVARD,K-12 School,63929,1960,1,,48,1672811.5,3098849.9,0,0,,74.6,124.2,75.7,123,384.9,6,41.81930389348126,-87.6266344762084,POINT (-87.6266344762084 41.81930389348126),2022-251419
2022,250023,La Follette Park,Not Submitted,1333 N Laramie Ave,60651,0.0,false,AUSTIN,,66455,,,,,,,,,,,,,,,,41.905054694640306,-87.75569246014504,POINT (-87.75569246014504 41.905054694640306),2022-250023
2022,101090,,Submitted Data,4554  S DREXEL BLVD,60653,2.5,false,KENWOOD,Multifamily Housing,95927,1966,1,,55,2206266.2,6930215.9,0,0,,102.6,151,107.7,156.4,658.7,7.4,41.81158453022803,-87.60456269953292,POINT (-87.60456269953292 41.81158453022803),2022-101090
2022,251757,"Thorp Scholastic Academy, Ole A -CPS",Submitted Data,6024 W Warwick Ave,60634,1.5,false,DUNNING,K-12 School,93200,1918,1,,31,1956144,7489130.1,0,0,,101.3,143.1,103.7,145.6,655.4,7,41.94859865303022,-87.77764027894194,POINT (-87.77764027894194 41.94859865303022),2022-251757
2022,240752,200 N. Dearborn CA,Submitted Data,200 N Dearborn St,60601,2.0,false,LOOP,Multifamily Housing,419953,1989,1,,50,8634441.2,22404415.4,0,0,,86.2,132.5,89.8,136.2,2327.3,6.5,41.88579631234916,-87.6296461541294,POINT (-87.6296461541294 41.88579631234916),2022-240752
2022,158396,180 North Jefferson Apartments,Submitted Data,180 N Jefferson St,60661,2.0,false,NEAR WEST SIDE,Multifamily Housing,393305,2004,1,,41,8329370.4,14692839.8,0,0,,100.5,169.1,101.2,166.5,1877.5,8.2,41.88557552134349,-87.64291678864573,POINT (-87.64291678864573 41.88557552134349),2022-158396
2022,256796,,Not Submitted,1555 N ASHLAND AVE,60622,0.0,false,West Town,,96599,,,,,,,,,,,,,,,,41.910469085875924,-87.66754063341665,POINT (-87.66754063341665 41.910469085875924),2022-256796
2022,175711,,Submitted Data,2335 2345 N GENEVA TER,60614,1.5,false,LINCOLN PARK,Multifamily Housing,64979,1933,1,,39,873078.4,6539719.8,0,0,,114.1,143.3,122.3,152,462.4,7.1,41.924728997924014,-87.64373168893216,POINT (-87.64373168893216 41.924728997924014),2022-175711
2022,251547,Gallistel Language Academy -CPS,Submitted Data,10347 S Ewing Ave,60617,3.0,false,EAST SIDE,K-12 School,94577,1897,4,,68,1921471.3,4165570,0,0,,64.4,103.1,65.2,104,474.3,5,41.70682231634241,-87.53513860508505,POINT (-87.53513860508505 41.70682231634241),2022-251547
2022,238973,Winston Towers One,Submitted Data,6933 N Kedzie Ave,60645,4.0,false,WEST RIDGE,Multifamily Housing,424730,1965,1,,85,5918283.7,17128929.4,0,0,,70.7,106,70.8,105.3,1689.3,5.2,42.007377450751775,-87.70912561976539,POINT (-87.70912561976539 42.007377450751775),2022-238973
2022,251466,Dvorak Math/Science/Tech Academy - CPS,Exempt,3615 W 16th St,60623,,true,NORTH LAWNDALE,,69287,,,,,,,,,,,,,,,,41.85885598757719,-87.71574626476811,POINT (-87.71574626476811 41.85885598757719),2022-251466
2022,165253,The Chicago Lighthouse,Submitted Data,1850  W ROOSEVELT RD,60608,2.0,false,NEAR WEST SIDE,Office,110000,1955,1,,50,4896354.4,5664390.9,0,0,,96,178.7,98.3,179.1,986,9,41.86690583756181,-87.6733159162735,POINT (-87.6733159162735 41.86690583756181),2022-165253
2022,172541,,Submitted Data,1631  S MICHIGAN AVE,60616,4.0,false,NEAR SOUTH SIDE,Multifamily Housing,101000,2000,1,,87,1307224.7,4302017.8,0,0,,65.4,95.3,66.8,95.6,400.7,4.7,41.85938111128673,-87.62382042560738,POINT (-87.62382042560738 41.85938111128673),2022-172541
2022,105725,,Not Submitted,7000 7008 S SOUTH SHORE DR,60649,0.0,false,SOUTH SHORE,,205000,,,,,,,,,,,,,,,,41.7680284692621,-87.56664989319509,POINT (-87.56664989319509 41.7680284692621),2022-105725
2022,102336,Institute of Cultural Affairs,Submitted Data,4750 N Sheridan Rd,60640,4.0,false,UPTOWN,Office,206154,1921,1,,85,2586565.2,9616550.1,0,0,,69.6,97.8,72.5,99.1,915.9,5,41.96875258991914,-87.65496326268006,POINT (-87.65496326268006 41.96875258991914),2022-102336
2022,251218,Museum Tower Residences Condo Association,Submitted Data,1335 S Prairie Ave,60605,4.0,false,NEAR SOUTH SIDE,Multifamily Housing,425305,2003,1,,75,7966156.7,21488104.9,0,0,,81.3,123.8,84.9,125.7,2190.6,6,41.86499141859998,-87.62081116945647,POINT (-87.62081116945647 41.86499141859998),2022-251218
2022,100878,,Not Submitted,1521 1523 W SHERWIN AVE,60626,0.0,false,ROGERS PARK,,107430,,,,,,,,,,,,,,,,42.01484050057251,-87.66898671161043,POINT (-87.66898671161043 42.01484050057251),2022-100878
2022,106159,,Submitted Data,101 113 W DIVISION ST,60610,2.5,false,NEAR NORTH SIDE,Multifamily Housing,58000,1932,1,,59,3442024.6,2565257.1,0,0,,103.6,212.6,104.9,212.6,589.6,10.2,41.90378983001293,-87.63151542935856,POINT (-87.63151542935856 41.90378983001293),2022-106159
2022,251429,Mayo Elementary -CPS,Exempt,245 E 37th St,60653,,true,DOUGLAS,,62750,,,,,,,,,,,,,,,,41.82732580872073,-87.61993875255745,POINT (-87.61993875255745 41.82732580872073),2022-251429
2022,254975,,Submitted Data,367 W LOCUST ST,60610,4.0,false,Near North Side,Multifamily Housing,109800,2017,1,,77,1578367.1,3945175.3,0,0,,60.4,93.6,61.2,92.9,417.4,4.6,41.89881864100858,-87.63837194307236,POINT (-87.63837194307236 41.89881864100858),2022-254975
2022,160373,Hubbard Place Apartments,Submitted Data,360 W Hubbard St,60654,3.0,false,NEAR NORTH SIDE,Multifamily Housing,686958,2013,1,,63,14749067,21583044.5,0,0,,72.6,127.8,75.6,130.3,3089,6.2,41.890041834402034,-87.63786863880847,POINT (-87.63786863880847 41.890041834402034),2022-160373
2022,256735,Everett McKinley Dirksen Elementary School,Submitted Data,8601 W Foster Avenue,60656,2.0,false,,K-12 School,117939,1970,5,,27,4960815.8,2195529.7,0,0,,60.7,137.3,61.3,138,770,6.5,41.97368727766665,-87.84105162295677,POINT (-87.84105162295677 41.97368727766665),2022-256735
2022,237373,One East Scott Condo Association,Submitted Data,1 E Scott St,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,239978,1968,1,,79,3404432.8,12652117.7,0,0,,88,125.1,89.3,124.4,1120.4,6.1,41.904746149557816,-87.62862516757168,POINT (-87.62862516757168 41.904746149557816),2022-237373
2022,234740,Lakeside Tower Condo Association,Submitted Data,1600 S Indiana Ave,60616,2.0,false,NEAR SOUTH SIDE,Multifamily Housing,307289,2006,1,,42,8796639.3,7637236.5,0,0,,67.6,134.4,69,136.8,1564.3,6.4,41.86022699584694,-87.62253032593094,POINT (-87.62253032593094 41.86022699584694),2022-234740
2022,173818,,Submitted Data,3838 N BROADWAY,60613,2.5,false,LAKE VIEW,Multifamily Housing,70680,1928,1,,56,3352423.4,2611477.8,0,0,,84.4,171.6,85.9,173.2,580.3,8.2,41.95237689006099,-87.64978858011082,POINT (-87.64978858011082 41.95237689006099),2022-173818
2022,101686,Harlem-Foster Shopping Center,Submitted Data,7240 W Foster Ave,60656,3.0,false,NORWOOD PARK,Strip Mall,760652,1958,3,,,15496325.6,15906000.3,0,0,,114.8,219.6,115.7,218.6,2885.9,10.5,41.97460951082677,-87.80880017563915,POINT (-87.80880017563915 41.97460951082677),2022-101686
2022,251403,"Faraday Elementary, Michael -CPS",Exempt,3250 W Monroe St,60624,,true,EAST GARFIELD PARK,,61645,,,,,,,,,,,,,,,,41.879741173507504,-87.70808198850602,POINT (-87.70808198850602 41.879741173507504),2022-251403
2022,252315,Winthrop Tower,Submitted Data,6151 N Winthrop Ave,60660,4.0,false,EDGEWATER,Multifamily Housing,99270,1925,1,,89,1291077.8,5161775.7,0,0,,74.6,104.4,76.5,106.4,444.2,5.1,41.99381824972627,-87.6581835456141,POINT (-87.6581835456141 41.99381824972627),2022-252315
2022,256805,,Not Submitted,6800 N WESTERN AVE,60645,0.0,false,West Ridge,,50000,,,,,,,,,,,,,,,,42.00507612272344,-87.69021903022175,POINT (-87.69021903022175 42.00507612272344),2022-256805
2022,105749,,Submitted Data,211 217 E CHESTNUT ST,60611,2.0,false,NEAR NORTH SIDE,Multifamily Housing,94261,1955,1,,42,3378846.9,3246600,0,0,,70.3,136.5,69.4,132.5,617.5,6.6,41.89831849408866,-87.62137716780154,POINT (-87.62137716780154 41.89831849408866),2022-105749
2022,133059,,Not Submitted,6104 6110 S WOODLAWN AVE,60637,0.0,false,WOODLAWN,,57000,,,,,,,,,,,,,,,,41.78396048325076,-87.59642972163381,POINT (-87.59642972163381 41.78396048325076),2022-133059
2022,233591,,Submitted Data,40 E CEDAR ST,60611,4.0,false,NEAR NORTH SIDE,Multifamily Housing,120895,1968,1,,81,2398800.1,3742027.4,0,0,,63.4,109.9,63.7,108.8,514.7,5.3,41.90250744093347,-87.62674576488727,POINT (-87.62674576488727 41.90250744093347),2022-233591
2022,131375,"BAI Century, LLC",Submitted Data,2828 N Clark St,60657,1.0,false,LAKE VIEW,Enclosed Mall,174386,1925,1,,,12146496.9,6663048.9,0,0,,107.9,235.1,109.1,236.4,1953.8,11.2,41.93347403945103,-87.64559929166136,POINT (-87.64559929166136 41.93347403945103),2022-131375
2022,256884,,Not Submitted,633 S LASALLE ST,60605,0.0,false,,,50000,,,,,,,,,,,,,,,,41.87387116965494,-87.63152578607715,POINT (-87.63152578607715 41.87387116965494),2022-256884
2022,256786,,Not Submitted,2823 W BELMONT AVE,60618,0.0,false,Avondale,,50000,,,,,,,,,,,,,,,,41.93927814818369,-87.69880199861194,POINT (-87.69880199861194 41.93927814818369),2022-256786
2022,251485,Emmet Elementary -CPS,Exempt,5500 W Madison St,60644,,true,AUSTIN,,79800,,,,,,,,,,,,,,,,41.88037642485359,-87.76327497386099,POINT (-87.76327497386099 41.88037642485359),2022-251485
2022,133858,Cassidy Tire,Not Submitted,344 N Canal St,60606,0.0,false,NEAR WEST SIDE,,80000,,,,,,,,,,,,,,,,41.88811204948441,-87.64010709033057,POINT (-87.64010709033057 41.88811204948441),2022-133858
2022,251418,Hitch Elementary -CPS,Submitted Data,5625 N Mcvicker Ave,60646,1.5,false,NORWOOD PARK,K-12 School,82050,1926,2,,40,3090402.2,1955540.2,0,0,,61.5,130.5,62.5,131.5,510.9,6.2,41.983677555790884,-87.77908614427155,POINT (-87.77908614427155 41.983677555790884),2022-251418
2022,256426,Galvin Library,Not Submitted,35 W 33rd Street,60616,0.0,false,DOUGLAS,,92978,,,,,,,,,,,,,,,,41.83454736211435,-87.62799353616636,POINT (-87.62799353616636 41.83454736211435),2022-256426
2022,104226,,Submitted Data,606 620 W CORNELIA AVE,60657,4.0,false,LAKE VIEW,Multifamily Housing,81300,1969,1,,96,1013908.2,4148836.1,0,0,,71,99,74.2,100.7,353.9,4.9,41.94607667871355,-87.64479439325538,POINT (-87.64479439325538 41.94607667871355),2022-104226
2022,252072,641 W Lake St,Submitted Data,641 W Lake St,60661,4.0,false,NEAR WEST SIDE,Office,167089,1903,1,,,926111.8,2085925.9,0,0,,18,28.6,18.4,28.5,232.8,1.4,41.88558622964748,-87.64429836198384,POINT (-87.64429836198384 41.88558622964748),2022-252072
2022,251908,Pilsen Comm Academy -CPS,Exempt,1420 W 17th St,60608,,true,LOWER WEST SIDE,,81769,,,,,,,,,,,,,,,,41.85887605891408,-87.66222540281572,POINT (-87.66222540281572 41.85887605891408),2022-251908
2022,252105,611 S. Wells Street Condo (The Vetro),Submitted Data,611 S Wells St,60607,1.0,false,LOOP,Multifamily Housing,405149,2007,1,,20,14465285.1,8409168,0,0,,78.8,170,79.7,169.6,2351.9,8.1,41.874242987183976,-87.63347653027343,POINT (-87.63347653027343 41.874242987183976),2022-252105
2022,256677,,Submitted Data,1143 S Plymouth Court,60605,3.5,false,,Multifamily Housing,186110,1982,1,,76,4156530.9,2874133.3,0,0,,51.7,107.7,53.1,110.1,700.1,5.1,41.86869247982577,-87.6284023700799,POINT (-87.6284023700799 41.86869247982577),2022-256677
2022,100001,Presence SMEMC St Elizabeth Campus,Submitted Data,1431 N Claremont Ave,60622,,true,WEST TOWN,Mixed Use Property,505417,1928,3,,,16795066.2,33899078.5,0,0,,164,267.3,164.7,265.2,4012.7,13,41.907627207523525,-87.68578575863826,POINT (-87.68578575863826 41.907627207523525),2022-100001
2022,160319,500 Lake Shore Drive,Submitted Data,500 N Lake Shore Dr,60611,4.0,false,NEAR NORTH SIDE,Multifamily Housing,892542,2013,1,,83,17474469.8,19246063.1,0,0,,51.2,96.4,52.1,96.4,3323.9,4.6,41.891118332731956,-87.61438468463062,POINT (-87.61438468463062 41.891118332731956),2022-160319
2022,175255,,Submitted Data,420  W MELROSE ST,60657,4.0,false,LAKE VIEW,Multifamily Housing,57405,1926,1,,99,473968.2,2808367.2,0,0,,57.2,74.5,60.5,77.2,211.6,3.7,41.94130052440689,-87.640346625902,POINT (-87.640346625902 41.94130052440689),2022-175255
2022,103606,Willis Tower,Submitted Data,233 S Wacker Dr,60606,2.5,false,LOOP,Office,4600624,1973,1,,59,301223757.5,39373682.6,0,0,,75.1,195.1,76.1,197.3,41766.8,9.2,41.87856015362371,-87.63652387205532,POINT (-87.63652387205532 41.87856015362371),2022-103606
2022,256813,,Not Submitted,639 W ROOSEVELT RD,60605,0.0,false,Near West Side,,50000,,,,,,,,,,,,,,,,41.86708922123717,-87.6436798231298,POINT (-87.6436798231298 41.86708922123717),2022-256813
2022,250086,Elizabeth Wood Apartments,Submitted Data,1845 N Larrabee St,60614,4.0,false,LINCOLN PARK,Multifamily Housing,57000,1980,1,,63,1277215.3,3969080.1,0,0,,92,135.9,95.8,137.9,379,6.6,41.9159739511166,-87.64344616729355,POINT (-87.64344616729355 41.9159739511166),2022-250086
2022,110848,Gordon Center for Integrative Science (GCIS),Submitted Data,929 E 57th St,60637,1.0,false,HYDE PARK,Laboratory,479503,2005,1,,,89788713.9,91419,110431365.8,0,,417.7,801.6,417,792.7,19163.8,40,41.79126716396833,-87.60271128899744,POINT (-87.60271128899744 41.79126716396833),2022-110848
2022,117313,,Submitted Data,4848  N CENTRAL AVE,60630,4.0,false,JEFFERSON PARK,Multifamily Housing,82340,1992,1,,98,660472,3139047.1,0,0,,62.5,84.6,64.9,86.6,253.7,4.2,41.96919335207979,-87.7676687868323,POINT (-87.7676687868323 41.96919335207979),2022-117313
2022,158265,Randolph Tower City,Submitted Data,188 W Randolph St,60601,1.0,false,LOOP,Multifamily Housing,369145,1929,1,,28,12759454.3,18700327.7,0,0,,85.2,150,87.1,151,2673.9,7.2,41.88457966297369,-87.63375683353853,POINT (-87.63375683353853 41.88457966297369),2022-158265
2022,163944,New Life Community Church Midway,Not Submitted,5101 S Keeler Ave,60632,0.0,false,ARCHER HEIGHTS,,84000,,,,,,,,,,,,,,,,41.800403946655685,-87.72812154018446,POINT (-87.72812154018446 41.800403946655685),2022-163944
2022,173751,,Submitted Data,3134 N Clark St,60657,4.0,false,LAKE VIEW,Urgent Care/Clinic/Other Outpatient,93582,1981,1,,,1418577.4,1810274.4,0,0,,56.1,102,56.5,101.4,283,4.9,41.93860343766891,-87.64975307445458,POINT (-87.64975307445458 41.93860343766891),2022-173751
2022,251700,"Haugan Magnet, Helge A -CPS",Submitted Data,4540 N Hamlin Ave,60625,2.0,false,ALBANY PARK,K-12 School,137971,1911,2,,47,2518451.8,9232149.9,0,0,,85.2,121.4,86.9,123.2,822.1,6,41.96403524536502,-87.72316495595534,POINT (-87.72316495595534 41.96403524536502),2022-251700
2022,250171,The Heritage at Millennium Park,Submitted Data,130 N Garland Ct,60602,1.5,false,LOOP,Multifamily Housing,1173350,2005,1,,34,47183413.4,15149094.9,0,0,,67.2,159.5,68.1,160.3,7019.4,7.6,41.88400173509807,-87.62549035135513,POINT (-87.62549035135513 41.88400173509807),2022-250171
2022,171956,,Not Submitted,465 W CERMAK RD,60616,0.0,false,ARMOUR SQUARE,,59754,,,,,,,,,,,,,,,,41.85267049960803,-87.63937023596081,POINT (-87.63937023596081 41.85267049960803),2022-171956
